FlightNumber,Departure,DepartureCode,Arrival,ArrivalCode,Duration,Airline,Aircraft,Category,Price,SeatCapacity,AvailableSeats,DepartureDate,DepartureHour,ArrivalDate,ArrivalHour
SI602,Dubai,DXB,New York,JFK,15243,Qatar Airways,Boeing 737,Business,712.04,125,46,2025-05-15,05:39:01,2025-05-15,09:53:04
SI897,Tokyo,HND,Jakarta,CGK,17099,Garuda Indonesia,Airbus A320,Economy,157.71,162,58,2025-04-02,02:59:57,2025-04-02,07:44:56
SI724,Dubai,DXB,Tokyo,HND,16304,Emirates,Airbus A380,First Class,924.98,164,110,2025-03-12,00:11:10,2025-03-12,04:42:54
SI873,New York,JFK,Jakarta,CGK,14031,Garuda Indonesia,Boeing 737,Premium Economy,480.04,170,135,2025-05-31,07:05:07,2025-05-31,10:58:58
QA217,Jakarta,CGK,Sydney,SYD,10946,Qatar Airways,Boeing 737,First Class,981.87,122,120,2025-05-22,13:43:37,2025-05-22,16:46:03
QA221,Sydney,SYD,Tokyo,HND,10285,AirAsia,Boeing 787,Economy,115.16,120,21,2025-03-29,10:55:07,2025-03-29,13:46:32
EM996,New York,JFK,Dubai,DXB,8233,Emirates,Boeing 777,First Class,979.55,184,24,2025-03-29,22:31:15,2025-03-30,00:48:28
SI254,Dubai,DXB,New York,JFK,11242,Emirates,Boeing 777,First Class,996.08,105,75,2025-06-03,08:08:49,2025-06-03,11:16:11
SI915,Dubai,DXB,Tokyo,HND,7633,AirAsia,Boeing 737,Business,727.25,131,34,2025-03-14,02:27:21,2025-03-14,04:34:34
GA922,Madrid,MAD,Dubai,DXB,17939,AirAsia,Boeing 737,Economy,225.1,164,52,2025-05-19,16:33:44,2025-05-19,21:32:43
QA881,Tokyo,HND,Madrid,MAD,12878,Garuda Indonesia,Boeing 787,Business,644.05,102,38,2025-04-24,18:55:36,2025-04-24,22:30:14
QA792,Tokyo,HND,London,LHR,15094,Singapore Airlines,Boeing 737,Business,720.43,145,33,2025-05-27,17:38:55,2025-05-27,21:50:29
AI327,New York,JFK,London,LHR,14654,AirAsia,Boeing 777,Premium Economy,449.51,181,128,2025-03-17,08:48:33,2025-03-17,12:52:47
GA116,Madrid,MAD,Sydney,SYD,16431,Garuda Indonesia,Boeing 737,First Class,926.53,162,19,2025-04-17,15:35:40,2025-04-17,20:09:31
GA258,Jakarta,CGK,Tokyo,HND,15385,Qatar Airways,Airbus A380,Business,783.11,200,74,2025-04-25,10:00:01,2025-04-25,14:16:26
EM943,Sydney,SYD,Madrid,MAD,17406,AirAsia,Airbus A320,Premium Economy,312.02,101,25,2025-05-12,02:12:39,2025-05-12,07:02:45
EM725,Jakarta,CGK,Tokyo,HND,12148,Singapore Airlines,Airbus A380,Business,889.16,188,110,2025-03-25,08:53:04,2025-03-25,12:15:32
SI537,London,LHR,Dubai,DXB,12447,Emirates,Airbus A320,Economy,197.15,140,45,2025-03-07,10:07:42,2025-03-07,13:35:09
AI276,Tokyo,HND,Madrid,MAD,8471,AirAsia,Boeing 777,Business,753.43,192,189,2025-04-20,18:56:13,2025-04-20,21:17:24
SI437,Madrid,MAD,Jakarta,CGK,7270,Garuda Indonesia,Airbus A320,First Class,994.44,183,43,2025-05-25,08:23:33,2025-05-25,10:24:43
AI890,New York,JFK,Dubai,DXB,8050,AirAsia,Boeing 737,Economy,100.28,144,34,2025-03-19,10:01:25,2025-03-19,12:15:35
GA655,Madrid,MAD,Tokyo,HND,11372,Garuda Indonesia,Airbus A380,Premium Economy,533.11,194,127,2025-05-03,12:23:27,2025-05-03,15:32:59
GA593,Sydney,SYD,Tokyo,HND,11049,Emirates,Boeing 737,Economy,239.68,175,36,2025-03-07,08:44:18,2025-03-07,11:48:27
GA565,London,LHR,Tokyo,HND,10952,AirAsia,Airbus A320,Premium Economy,345.3,122,50,2025-03-23,14:50:54,2025-03-23,17:53:26
SI493,Sydney,SYD,Jakarta,CGK,8239,AirAsia,Airbus A380,Economy,279.78,175,59,2025-06-03,07:38:52,2025-06-03,09:56:11
SI879,Tokyo,HND,Dubai,DXB,17513,AirAsia,Boeing 737,Premium Economy,361.47,173,163,2025-03-20,19:37:19,2025-03-21,00:29:12
AI359,Sydney,SYD,New York,JFK,17749,Garuda Indonesia,Boeing 777,Business,618.56,195,48,2025-03-18,02:29:50,2025-03-18,07:25:39
AI317,London,LHR,Madrid,MAD,12641,Singapore Airlines,Boeing 787,First Class,928.35,143,109,2025-03-15,16:50:42,2025-03-15,20:21:23
EM675,Jakarta,CGK,Madrid,MAD,13894,Qatar Airways,Boeing 777,First Class,949.79,109,65,2025-03-17,17:41:55,2025-03-17,21:33:29
EM367,Madrid,MAD,Dubai,DXB,16225,Qatar Airways,Boeing 777,First Class,964.48,194,162,2025-04-28,13:35:56,2025-04-28,18:06:21
QA506,Tokyo,HND,Madrid,MAD,14104,AirAsia,Airbus A320,First Class,953.36,150,46,2025-04-05,02:41:56,2025-04-05,06:37:00
EM222,Jakarta,CGK,New York,JFK,11568,Emirates,Boeing 787,First Class,940.19,173,32,2025-05-17,00:41:23,2025-05-17,03:54:11
GA193,New York,JFK,Tokyo,HND,13849,AirAsia,Airbus A320,Premium Economy,374.78,111,104,2025-04-01,06:55:46,2025-04-01,10:46:35
QA359,Jakarta,CGK,Madrid,MAD,16234,Emirates,Boeing 777,Business,831.08,200,126,2025-05-26,13:40:54,2025-05-26,18:11:28
EM353,Dubai,DXB,New York,JFK,17881,Garuda Indonesia,Airbus A380,Business,763.6,147,143,2025-03-26,00:18:32,2025-03-26,05:16:33
EM228,Dubai,DXB,Jakarta,CGK,8149,Singapore Airlines,Boeing 737,Premium Economy,405.22,187,87,2025-04-13,14:52:17,2025-04-13,17:08:06
GA721,Jakarta,CGK,London,LHR,7254,AirAsia,Airbus A380,Premium Economy,413.06,173,19,2025-04-14,01:45:53,2025-04-14,03:46:47
QA337,Madrid,MAD,New York,JFK,7901,Emirates,Airbus A380,Business,819.26,175,158,2025-05-25,11:07:54,2025-05-25,13:19:35
GA959,Tokyo,HND,Sydney,SYD,11249,Singapore Airlines,Airbus A380,First Class,940.18,200,49,2025-03-22,00:48:54,2025-03-22,03:56:23
QA949,Tokyo,HND,New York,JFK,16251,Garuda Indonesia,Boeing 737,Business,632.77,192,124,2025-05-19,21:32:05,2025-05-20,02:02:56
GA160,New York,JFK,Madrid,MAD,13128,Emirates,Boeing 737,Premium Economy,512.61,129,44,2025-03-06,03:34:51,2025-03-06,07:13:39
GA366,New York,JFK,London,LHR,8268,Garuda Indonesia,Boeing 787,Premium Economy,453.72,165,148,2025-04-11,02:41:10,2025-04-11,04:58:58
AI553,New York,JFK,Tokyo,HND,7489,Emirates,Airbus A320,Premium Economy,512.35,160,61,2025-03-23,05:53:42,2025-03-23,07:58:31
EM499,Madrid,MAD,New York,JFK,11059,Emirates,Boeing 787,Business,702.42,113,73,2025-04-04,11:40:15,2025-04-04,14:44:34
QA393,Madrid,MAD,New York,JFK,15243,Emirates,Boeing 777,Premium Economy,594.95,145,143,2025-05-03,13:29:39,2025-05-03,17:43:42
QA242,Tokyo,HND,London,LHR,11087,Garuda Indonesia,Airbus A380,Premium Economy,331.87,111,26,2025-04-24,05:44:54,2025-04-24,08:49:41
SI968,Dubai,DXB,Sydney,SYD,8853,AirAsia,Boeing 777,Economy,170.92,173,129,2025-05-20,08:23:04,2025-05-20,10:50:37
EM196,New York,JFK,London,LHR,12966,Garuda Indonesia,Airbus A380,Business,660.97,148,110,2025-05-24,12:41:17,2025-05-24,16:17:23
AI196,Sydney,SYD,New York,JFK,15364,Emirates,Airbus A380,First Class,902.49,105,53,2025-05-05,07:27:26,2025-05-05,11:43:30
EM295,Sydney,SYD,Madrid,MAD,8414,Singapore Airlines,Airbus A380,Business,884.84,127,58,2025-05-09,00:21:37,2025-05-09,02:41:51
SI796,Sydney,SYD,Tokyo,HND,14276,Singapore Airlines,Airbus A380,Business,798.92,151,129,2025-03-21,07:21:54,2025-03-21,11:19:50
GA159,New York,JFK,Tokyo,HND,8394,Garuda Indonesia,Airbus A380,Economy,242.81,188,57,2025-04-06,14:10:07,2025-04-06,16:30:01
QA920,New York,JFK,Madrid,MAD,15975,Singapore Airlines,Boeing 737,First Class,956.97,174,149,2025-03-07,20:14:25,2025-03-08,00:40:40
AI227,New York,JFK,Jakarta,CGK,11281,Qatar Airways,Airbus A380,First Class,952.93,137,93,2025-04-24,14:51:33,2025-04-24,17:59:34
GA981,Madrid,MAD,Jakarta,CGK,12009,Emirates,Boeing 787,First Class,932.26,138,16,2025-05-25,15:01:01,2025-05-25,18:21:10
AI140,Jakarta,CGK,New York,JFK,7787,Garuda Indonesia,Airbus A380,Premium Economy,417.18,163,64,2025-04-28,19:10:07,2025-04-28,21:19:54
SI883,London,LHR,Dubai,DXB,17809,Emirates,Boeing 787,First Class,980.08,190,38,2025-03-13,08:57:08,2025-03-13,13:53:57
SI653,Tokyo,HND,Jakarta,CGK,14772,Garuda Indonesia,Boeing 787,First Class,973.71,120,81,2025-05-15,01:34:33,2025-05-15,05:40:45
QA354,Madrid,MAD,Dubai,DXB,8425,Singapore Airlines,Airbus A380,Business,717.67,104,65,2025-05-03,18:44:47,2025-05-03,21:05:12
GA803,Sydney,SYD,New York,JFK,10672,Qatar Airways,Airbus A320,Economy,226.8,118,74,2025-05-20,21:35:11,2025-05-21,00:33:03
SI211,London,LHR,Madrid,MAD,16836,Emirates,Boeing 777,Premium Economy,481.99,124,43,2025-03-30,15:35:37,2025-03-30,20:16:13
GA449,Madrid,MAD,Dubai,DXB,11328,AirAsia,Airbus A380,First Class,954.04,138,42,2025-05-01,15:48:16,2025-05-01,18:57:04
SI587,New York,JFK,Jakarta,CGK,13093,Emirates,Airbus A380,First Class,944.8,137,76,2025-05-11,04:13:54,2025-05-11,07:52:07
SI114,Dubai,DXB,Madrid,MAD,13104,Garuda Indonesia,Boeing 787,Business,880.89,164,60,2025-04-24,08:24:05,2025-04-24,12:02:29
QA159,New York,JFK,Jakarta,CGK,10841,Qatar Airways,Boeing 737,First Class,926.94,126,40,2025-03-24,13:10:01,2025-03-24,16:10:42
QA277,Dubai,DXB,London,LHR,9977,Garuda Indonesia,Airbus A320,Economy,111.11,141,63,2025-05-24,10:07:12,2025-05-24,12:53:29
SI857,Madrid,MAD,Jakarta,CGK,13556,Singapore Airlines,Boeing 777,First Class,974.14,106,14,2025-04-15,04:17:02,2025-04-15,08:02:58
EM546,Madrid,MAD,New York,JFK,9825,Garuda Indonesia,Airbus A380,Premium Economy,399.16,138,118,2025-05-20,09:13:34,2025-05-20,11:57:19
GA286,London,LHR,New York,JFK,14769,AirAsia,Airbus A320,First Class,922.49,184,135,2025-05-01,00:30:02,2025-05-01,04:36:11
QA713,Madrid,MAD,Tokyo,HND,15810,AirAsia,Airbus A320,Economy,113.79,199,10,2025-04-15,12:44:18,2025-04-15,17:07:48
AI316,Madrid,MAD,Dubai,DXB,12633,Garuda Indonesia,Boeing 777,Economy,233.88,184,166,2025-04-22,12:32:33,2025-04-22,16:03:06
AI106,Sydney,SYD,London,LHR,11152,Singapore Airlines,Airbus A380,Economy,166.73,186,23,2025-05-07,18:50:25,2025-05-07,21:56:17
SI570,Dubai,DXB,Jakarta,CGK,7325,AirAsia,Boeing 737,Business,863.24,172,38,2025-04-08,09:09:52,2025-04-08,11:11:57
EM873,Jakarta,CGK,Madrid,MAD,11588,Emirates,Airbus A380,Business,829.37,146,11,2025-03-12,23:09:15,2025-03-13,02:22:23
SI867,Sydney,SYD,Dubai,DXB,16244,Emirates,Airbus A320,Premium Economy,376.53,148,141,2025-05-30,17:56:51,2025-05-30,22:27:35
AI591,Tokyo,HND,Sydney,SYD,15696,Emirates,Airbus A380,Business,650.73,114,39,2025-03-06,22:45:58,2025-03-07,03:07:34
EM316,London,LHR,Dubai,DXB,12641,Qatar Airways,Boeing 787,Premium Economy,389.58,153,114,2025-03-09,11:55:05,2025-03-09,15:25:46
AI863,Madrid,MAD,Dubai,DXB,8321,Emirates,Boeing 777,Premium Economy,560.94,175,109,2025-03-11,01:26:54,2025-03-11,03:45:35
AI877,Sydney,SYD,Madrid,MAD,13718,Singapore Airlines,Airbus A380,Business,899.09,117,78,2025-03-31,13:31:46,2025-03-31,17:20:24
EM436,Sydney,SYD,Tokyo,HND,12650,Garuda Indonesia,Airbus A380,Business,754.52,128,64,2025-05-20,03:58:16,2025-05-20,07:29:06
EM581,Sydney,SYD,London,LHR,17193,Emirates,Airbus A380,First Class,926.67,116,86,2025-03-11,23:11:10,2025-03-12,03:57:43
EM224,Jakarta,CGK,Tokyo,HND,8278,AirAsia,Boeing 777,Premium Economy,583.87,199,51,2025-05-08,21:39:41,2025-05-08,23:57:39
AI400,Madrid,MAD,Jakarta,CGK,13475,AirAsia,Boeing 777,First Class,968.98,184,155,2025-05-21,12:57:57,2025-05-21,16:42:32
SI283,Dubai,DXB,Tokyo,HND,10825,Singapore Airlines,Airbus A320,Business,706.94,181,90,2025-05-11,13:00:34,2025-05-11,16:00:59
EM174,Dubai,DXB,Sydney,SYD,15010,Qatar Airways,Airbus A320,Economy,211.09,103,53,2025-03-24,03:03:32,2025-03-24,07:13:42
EM627,New York,JFK,Tokyo,HND,7444,Singapore Airlines,Boeing 787,First Class,954.89,101,19,2025-05-09,07:30:45,2025-05-09,09:34:49
SI363,London,LHR,Madrid,MAD,7607,AirAsia,Boeing 777,Business,605.59,135,53,2025-04-24,16:09:23,2025-04-24,18:16:10
SI732,Madrid,MAD,Tokyo,HND,12691,Garuda Indonesia,Boeing 787,Premium Economy,313.0,181,57,2025-05-28,04:50:02,2025-05-28,08:21:33
GA804,Madrid,MAD,Jakarta,CGK,16998,Garuda Indonesia,Airbus A320,First Class,951.33,105,44,2025-03-25,16:48:12,2025-03-25,21:31:30
EM885,Jakarta,CGK,Madrid,MAD,10556,Garuda Indonesia,Boeing 787,Business,770.82,103,81,2025-04-06,18:02:02,2025-04-06,20:57:58
QA166,New York,JFK,London,LHR,14641,Singapore Airlines,Airbus A320,Economy,139.73,159,111,2025-04-28,18:06:07,2025-04-28,22:10:08
AI462,Jakarta,CGK,Sydney,SYD,14798,AirAsia,Boeing 737,First Class,978.54,119,32,2025-03-14,07:52:19,2025-03-14,11:58:57
QA563,New York,JFK,Sydney,SYD,11370,Qatar Airways,Boeing 737,Economy,120.88,121,49,2025-04-13,13:25:13,2025-04-13,16:34:43
AI263,Madrid,MAD,Sydney,SYD,15303,Emirates,Airbus A380,Premium Economy,305.38,152,127,2025-04-19,21:40:59,2025-04-20,01:56:02
AI189,Sydney,SYD,Dubai,DXB,9352,Qatar Airways,Airbus A380,Business,664.42,130,68,2025-03-15,11:22:01,2025-03-15,13:57:53
QA276,London,LHR,Sydney,SYD,10350,Garuda Indonesia,Boeing 737,Economy,161.56,106,84,2025-04-25,03:53:28,2025-04-25,06:45:58
QA378,New York,JFK,Sydney,SYD,9588,Emirates,Boeing 737,First Class,971.32,100,58,2025-03-27,08:20:31,2025-03-27,11:00:19
GA939,Jakarta,CGK,London,LHR,9336,Qatar Airways,Boeing 777,Business,670.93,146,139,2025-03-17,21:04:08,2025-03-17,23:39:44
SI489,Jakarta,CGK,London,LHR,16599,Garuda Indonesia,Airbus A380,Premium Economy,448.16,155,28,2025-05-29,14:48:58,2025-05-29,19:25:37
QA649,Sydney,SYD,Tokyo,HND,8896,Singapore Airlines,Boeing 787,Business,887.62,115,67,2025-04-15,15:12:50,2025-04-15,17:41:06
QA812,Jakarta,CGK,Dubai,DXB,16076,AirAsia,Airbus A320,Economy,285.66,110,72,2025-05-05,23:47:51,2025-05-06,04:15:47
SI546,Madrid,MAD,New York,JFK,9634,Singapore Airlines,Airbus A380,Economy,126.95,113,77,2025-04-21,08:56:13,2025-04-21,11:36:47
AI971,Jakarta,CGK,Madrid,MAD,9133,Emirates,Boeing 737,Business,854.28,130,52,2025-03-16,18:14:20,2025-03-16,20:46:33
AI129,Tokyo,HND,New York,JFK,13620,AirAsia,Boeing 737,Economy,219.89,197,108,2025-04-24,23:12:49,2025-04-25,02:59:49
SI394,Sydney,SYD,Jakarta,CGK,16076,AirAsia,Boeing 737,First Class,918.75,193,177,2025-05-12,04:49:09,2025-05-12,09:17:05
AI992,New York,JFK,Dubai,DXB,8839,Garuda Indonesia,Airbus A380,Premium Economy,388.78,195,83,2025-04-15,15:24:42,2025-04-15,17:52:01
SI861,Dubai,DXB,Jakarta,CGK,12076,AirAsia,Boeing 787,Premium Economy,577.92,172,69,2025-05-30,20:28:28,2025-05-30,23:49:44
GA716,London,LHR,Sydney,SYD,16795,Singapore Airlines,Airbus A380,Business,798.26,135,48,2025-04-09,18:21:40,2025-04-09,23:01:35
EM616,Dubai,DXB,New York,JFK,12770,AirAsia,Airbus A320,Premium Economy,368.48,113,61,2025-04-04,03:35:33,2025-04-04,07:08:23
GA647,Jakarta,CGK,Dubai,DXB,10756,Singapore Airlines,Boeing 787,Business,675.61,117,80,2025-05-25,08:07:42,2025-05-25,11:06:58
AI601,Madrid,MAD,Dubai,DXB,17722,Qatar Airways,Airbus A320,Economy,214.8,176,73,2025-05-29,17:53:04,2025-05-29,22:48:26
GA322,Sydney,SYD,New York,JFK,12089,Garuda Indonesia,Airbus A320,Premium Economy,302.58,102,62,2025-03-19,06:48:22,2025-03-19,10:09:51
AI957,Tokyo,HND,London,LHR,11551,AirAsia,Airbus A380,First Class,989.32,123,35,2025-03-31,07:01:57,2025-03-31,10:14:28
EM438,Sydney,SYD,Jakarta,CGK,9597,AirAsia,Airbus A320,First Class,921.16,104,32,2025-05-05,16:43:08,2025-05-05,19:23:05
AI750,New York,JFK,Tokyo,HND,13985,Qatar Airways,Airbus A320,Economy,261.75,194,100,2025-05-29,20:28:36,2025-05-30,00:21:41
SI935,Tokyo,HND,Jakarta,CGK,15209,Garuda Indonesia,Boeing 787,First Class,996.21,152,112,2025-03-27,20:09:05,2025-03-28,00:22:34
AI984,Madrid,MAD,Dubai,DXB,7471,Qatar Airways,Boeing 787,First Class,987.31,132,21,2025-04-01,10:56:38,2025-04-01,13:01:09
GA964,New York,JFK,Dubai,DXB,11391,Garuda Indonesia,Airbus A380,Business,869.55,115,72,2025-05-15,00:47:55,2025-05-15,03:57:46
EM521,Sydney,SYD,Jakarta,CGK,11416,Singapore Airlines,Airbus A320,Premium Economy,305.24,106,100,2025-04-02,13:34:47,2025-04-02,16:45:03
GA623,London,LHR,Sydney,SYD,16168,Singapore Airlines,Boeing 737,Economy,112.66,162,12,2025-05-30,21:42:01,2025-05-31,02:11:29
EM139,Dubai,DXB,Jakarta,CGK,10348,Qatar Airways,Boeing 737,Economy,134.51,170,113,2025-05-12,05:41:04,2025-05-12,08:33:32
EM938,New York,JFK,London,LHR,13291,Qatar Airways,Airbus A380,Economy,297.85,149,45,2025-06-03,18:22:48,2025-06-03,22:04:19
EM839,Dubai,DXB,Jakarta,CGK,8945,Qatar Airways,Boeing 777,Premium Economy,340.78,154,112,2025-05-27,03:44:50,2025-05-27,06:13:55
GA601,Madrid,MAD,Dubai,DXB,17691,Qatar Airways,Boeing 777,Premium Economy,472.25,108,47,2025-03-08,01:53:16,2025-03-08,06:48:07
GA994,Madrid,MAD,Dubai,DXB,16046,Emirates,Airbus A320,Economy,230.24,146,67,2025-05-14,04:45:03,2025-05-14,09:12:29
EM433,New York,JFK,Jakarta,CGK,10967,Singapore Airlines,Airbus A380,Business,647.11,166,65,2025-05-07,16:27:53,2025-05-07,19:30:40
AI607,Dubai,DXB,New York,JFK,14495,Singapore Airlines,Airbus A320,First Class,996.17,137,105,2025-03-07,14:38:28,2025-03-07,18:40:03
GA325,Madrid,MAD,London,LHR,16464,Emirates,Airbus A380,Premium Economy,378.54,139,22,2025-04-18,17:05:27,2025-04-18,21:39:51
QA535,New York,JFK,Jakarta,CGK,17994,Singapore Airlines,Airbus A320,First Class,972.14,114,107,2025-05-02,05:00:52,2025-05-02,10:00:46
QA598,London,LHR,Jakarta,CGK,7585,Garuda Indonesia,Boeing 737,Premium Economy,406.72,169,29,2025-05-12,13:40:03,2025-05-12,15:46:28
SI267,Sydney,SYD,London,LHR,8502,Singapore Airlines,Airbus A380,First Class,988.41,159,110,2025-04-04,09:49:53,2025-04-04,12:11:35
GA658,Sydney,SYD,Madrid,MAD,14928,Emirates,Boeing 737,Premium Economy,368.24,152,58,2025-05-31,11:42:43,2025-05-31,15:51:31
GA165,London,LHR,Tokyo,HND,9774,Garuda Indonesia,Airbus A380,Economy,165.04,190,175,2025-03-08,13:52:46,2025-03-08,16:35:40
GA765,New York,JFK,Jakarta,CGK,14699,Emirates,Boeing 737,Premium Economy,513.79,146,27,2025-04-12,21:10:56,2025-04-13,01:15:55
QA826,Madrid,MAD,Tokyo,HND,16259,AirAsia,Airbus A320,Economy,186.15,162,149,2025-05-10,17:29:16,2025-05-10,22:00:15
AI165,New York,JFK,Jakarta,CGK,13383,Emirates,Airbus A320,Business,764.41,120,67,2025-03-17,07:43:42,2025-03-17,11:26:45
QA757,Dubai,DXB,Tokyo,HND,8548,Emirates,Airbus A320,First Class,986.27,133,14,2025-05-02,00:09:49,2025-05-02,02:32:17
QA935,New York,JFK,Madrid,MAD,7390,Qatar Airways,Airbus A320,Premium Economy,321.5,184,33,2025-04-09,14:19:56,2025-04-09,16:23:06
QA345,Sydney,SYD,Jakarta,CGK,11852,Emirates,Airbus A380,Economy,262.39,135,94,2025-03-11,18:31:06,2025-03-11,21:48:38
AI968,Sydney,SYD,New York,JFK,10224,Singapore Airlines,Boeing 777,First Class,991.89,171,124,2025-03-06,09:37:51,2025-03-06,12:28:15
QA257,Sydney,SYD,Tokyo,HND,15857,Garuda Indonesia,Airbus A380,First Class,962.36,161,85,2025-03-20,03:18:34,2025-03-20,07:42:51
AI569,Tokyo,HND,Sydney,SYD,11752,Emirates,Airbus A320,First Class,987.44,117,27,2025-05-01,21:08:19,2025-05-02,00:24:11
EM999,Jakarta,CGK,London,LHR,8087,Garuda Indonesia,Boeing 737,First Class,964.84,128,93,2025-04-04,06:46:26,2025-04-04,09:01:13
AI963,Jakarta,CGK,Dubai,DXB,10281,Qatar Airways,Boeing 787,First Class,945.47,149,37,2025-05-27,23:26:06,2025-05-28,02:17:27
QA292,Tokyo,HND,London,LHR,15612,AirAsia,Boeing 777,Business,621.11,121,98,2025-05-26,08:55:48,2025-05-26,13:16:00
AI351,Sydney,SYD,Madrid,MAD,13853,Emirates,Boeing 787,Premium Economy,582.97,170,111,2025-03-11,09:09:21,2025-03-11,13:00:14
AI324,Tokyo,HND,London,LHR,15244,Qatar Airways,Boeing 777,Business,640.04,159,75,2025-04-27,10:17:22,2025-04-27,14:31:26
QA296,London,LHR,Dubai,DXB,8551,Qatar Airways,Boeing 787,Business,661.92,180,106,2025-05-16,01:20:21,2025-05-16,03:42:52
AI832,Jakarta,CGK,London,LHR,8351,Garuda Indonesia,Airbus A320,Business,601.29,169,13,2025-03-06,13:29:47,2025-03-06,15:48:58
AI900,London,LHR,Jakarta,CGK,8681,AirAsia,Airbus A380,Economy,142.81,100,60,2025-03-19,05:34:24,2025-03-19,07:59:05
AI149,London,LHR,Sydney,SYD,11696,Qatar Airways,Boeing 787,Premium Economy,382.26,168,26,2025-03-07,18:13:43,2025-03-07,21:28:39
EM137,Tokyo,HND,Jakarta,CGK,9652,AirAsia,Airbus A320,Economy,222.57,141,120,2025-05-28,05:41:01,2025-05-28,08:21:53
SI367,Sydney,SYD,New York,JFK,15119,Singapore Airlines,Boeing 737,Economy,225.34,154,107,2025-05-27,19:51:27,2025-05-28,00:03:26
EM661,Dubai,DXB,New York,JFK,11882,AirAsia,Boeing 787,Economy,267.14,160,68,2025-03-20,18:51:27,2025-03-20,22:09:29
GA240,Madrid,MAD,London,LHR,9445,Qatar Airways,Boeing 787,First Class,976.24,131,108,2025-04-04,03:22:28,2025-04-04,05:59:53
EM694,Madrid,MAD,Tokyo,HND,14750,Singapore Airlines,Boeing 737,First Class,907.85,168,75,2025-04-25,08:16:48,2025-04-25,12:22:38
QA365,Jakarta,CGK,Madrid,MAD,16933,Qatar Airways,Boeing 787,Business,697.24,121,45,2025-05-09,04:03:19,2025-05-09,08:45:32
SI435,Jakarta,CGK,New York,JFK,13103,AirAsia,Airbus A320,First Class,940.95,106,69,2025-03-14,23:46:27,2025-03-15,03:24:50
SI432,Sydney,SYD,Madrid,MAD,15256,AirAsia,Boeing 737,Premium Economy,497.39,162,35,2025-05-02,12:52:06,2025-05-02,17:06:22
EM864,New York,JFK,Tokyo,HND,16939,Qatar Airways,Airbus A320,Economy,188.65,184,86,2025-05-29,05:43:08,2025-05-29,10:25:27
QA232,London,LHR,Dubai,DXB,16759,Singapore Airlines,Airbus A380,Premium Economy,433.5,187,39,2025-05-05,04:56:44,2025-05-05,09:36:03
GA770,Jakarta,CGK,London,LHR,15732,AirAsia,Boeing 777,First Class,976.55,131,73,2025-06-03,11:00:36,2025-06-03,15:22:48
EM156,Dubai,DXB,London,LHR,13937,Singapore Airlines,Boeing 787,First Class,991.83,113,40,2025-03-13,18:22:05,2025-03-13,22:14:22
EM808,Dubai,DXB,New York,JFK,10510,Singapore Airlines,Boeing 777,First Class,923.84,167,31,2025-06-03,10:02:49,2025-06-03,12:57:59
GA569,New York,JFK,Dubai,DXB,14808,Qatar Airways,Airbus A380,Business,635.05,194,141,2025-03-19,18:33:01,2025-03-19,22:39:49
SI556,Jakarta,CGK,London,LHR,12350,Emirates,Boeing 737,Premium Economy,450.36,196,17,2025-05-02,08:39:56,2025-05-02,12:05:46
SI186,London,LHR,Dubai,DXB,17888,Emirates,Boeing 737,Premium Economy,352.13,133,21,2025-04-15,05:13:58,2025-04-15,10:12:06
QA811,Sydney,SYD,New York,JFK,13621,Garuda Indonesia,Boeing 777,Premium Economy,568.45,108,54,2025-05-01,14:32:09,2025-05-01,18:19:10
QA331,Tokyo,HND,Dubai,DXB,11809,Singapore Airlines,Boeing 787,Economy,244.83,133,35,2025-05-06,18:24:09,2025-05-06,21:40:58
EM410,Madrid,MAD,New York,JFK,16790,Qatar Airways,Boeing 777,Premium Economy,332.73,117,108,2025-05-28,19:47:30,2025-05-29,00:27:20
EM307,Dubai,DXB,Jakarta,CGK,15474,Singapore Airlines,Boeing 787,Economy,142.12,177,136,2025-05-13,16:35:02,2025-05-13,20:52:56
EM395,Dubai,DXB,New York,JFK,13857,Garuda Indonesia,Airbus A320,Economy,191.04,128,101,2025-04-14,18:37:35,2025-04-14,22:28:32
SI174,Tokyo,HND,Madrid,MAD,15370,AirAsia,Airbus A380,Business,626.72,145,65,2025-05-24,04:26:23,2025-05-24,08:42:33
SI279,Tokyo,HND,London,LHR,7406,Singapore Airlines,Boeing 737,Business,877.89,105,12,2025-03-06,06:07:53,2025-03-06,08:11:19
GA108,Dubai,DXB,Madrid,MAD,15855,Qatar Airways,Boeing 737,Economy,267.32,139,58,2025-04-26,15:18:18,2025-04-26,19:42:33
GA786,Madrid,MAD,Dubai,DXB,7581,AirAsia,Boeing 777,First Class,965.44,188,120,2025-04-25,13:23:21,2025-04-25,15:29:42
EM923,Madrid,MAD,Dubai,DXB,15831,Singapore Airlines,Boeing 737,First Class,962.19,168,18,2025-03-13,00:59:21,2025-03-13,05:23:12
EM787,Madrid,MAD,New York,JFK,9967,Garuda Indonesia,Boeing 777,Business,868.13,189,69,2025-05-07,20:58:11,2025-05-07,23:44:18
QA194,London,LHR,Dubai,DXB,13723,Garuda Indonesia,Boeing 737,Premium Economy,564.35,142,78,2025-03-30,19:22:03,2025-03-30,23:10:46
QA259,Dubai,DXB,Madrid,MAD,12106,Singapore Airlines,Airbus A380,First Class,945.73,193,53,2025-03-17,11:37:12,2025-03-17,14:58:58
