FlightNumber,Departure,DepartureCode,Arrival,ArrivalCode,Duration,Airline,Aircraft,Category,Price,SeatCapacity,AvailableSeats,DepartureDate,DepartureHour,ArrivalDate,ArrivalHour
GA581,London,LHR,Sydney,SYD,14001,Garuda Indonesia,Airbus A320,Premium_Economy,411.21,182,83,2025-03-28,22:52:31,2025-03-29,02:45:52
AI328,Dubai,DXB,London,LHR,14640,AirAsia,Airbus A320,Business,853.82,191,42,2025-03-17,13:23:48,2025-03-17,17:27:48
GA390,New York,JFK,Tokyo,HND,12716,Garuda Indonesia,Airbus A320,Business,886.49,180,92,2025-03-19,18:20:29,2025-03-19,21:52:25
SI853,Tokyo,HND,London,LHR,8102,Qatar Airways,Boeing 737,Economy,236.57,148,47,2025-03-24,09:21:41,2025-03-24,11:36:43
GA482,London,LHR,Tokyo,HND,17392,Singapore Airlines,Airbus A380,Business,732.9,192,62,2025-03-19,18:37:59,2025-03-19,23:27:51
QA993,Sydney,SYD,London,LHR,16908,Garuda Indonesia,Airbus A320,First_Class,968.24,130,124,2025-03-18,12:38:32,2025-03-18,17:20:20
QA451,New York,JFK,Tokyo,HND,13774,Emirates,Airbus A320,Business,692.05,135,112,2025-03-24,23:35:17,2025-03-25,03:24:51
AI234,Dubai,DXB,New York,JFK,16656,Qatar Airways,Boeing 777,Business,645.93,164,76,2025-03-20,05:30:00,2025-03-20,10:07:36
GA727,Sydney,SYD,London,LHR,8087,AirAsia,Airbus A380,Premium_Economy,303.87,175,151,2025-03-22,17:05:30,2025-03-22,19:20:17
AI598,Tokyo,HND,Jakarta,CGK,7238,Garuda Indonesia,Boeing 787,Economy,188.96,129,41,2025-03-15,06:22:45,2025-03-15,08:23:23
SI925,Dubai,DXB,Sydney,SYD,9115,AirAsia,Boeing 787,First_Class,976.4,195,193,2025-03-28,01:23:51,2025-03-28,03:55:46
EM875,Madrid,MAD,Sydney,SYD,10773,Garuda Indonesia,Boeing 787,Premium_Economy,313.1,135,29,2025-03-16,19:24:07,2025-03-16,22:23:40
GA699,Jakarta,CGK,London,LHR,14296,Singapore Airlines,Boeing 737,Business,744.14,123,105,2025-03-26,09:21:09,2025-03-26,13:19:25
SI855,Sydney,SYD,Jakarta,CGK,9260,AirAsia,Boeing 777,Economy,258.93,173,40,2025-03-15,01:41:42,2025-03-15,04:16:02
QA433,London,LHR,Dubai,DXB,16449,Garuda Indonesia,Airbus A320,Business,796.77,170,58,2025-03-14,23:49:45,2025-03-15,04:23:54
GA303,London,LHR,Sydney,SYD,8031,Singapore Airlines,Boeing 737,Premium_Economy,486.27,121,69,2025-03-28,05:44:35,2025-03-28,07:58:26
GA503,New York,JFK,Jakarta,CGK,15395,Garuda Indonesia,Boeing 787,Business,885.86,111,103,2025-03-26,11:06:27,2025-03-26,15:23:02
AI634,Jakarta,CGK,Sydney,SYD,16067,Garuda Indonesia,Airbus A380,First_Class,933.82,102,93,2025-03-27,01:50:08,2025-03-27,06:17:55
QA230,Madrid,MAD,New York,JFK,11097,Qatar Airways,Boeing 777,First_Class,912.3,137,40,2025-03-28,22:31:01,2025-03-29,01:35:58
SI456,Madrid,MAD,New York,JFK,15141,Qatar Airways,Boeing 777,Premium_Economy,514.3,110,24,2025-03-17,18:26:54,2025-03-17,22:39:15
AI101,London,LHR,Jakarta,CGK,15346,AirAsia,Boeing 737,Business,796.56,157,152,2025-03-24,20:10:42,2025-03-25,00:26:28
GA801,New York,JFK,Sydney,SYD,13871,Qatar Airways,Boeing 777,Economy,101.44,135,83,2025-03-20,06:33:33,2025-03-20,10:24:44
SI397,Sydney,SYD,New York,JFK,8179,AirAsia,Airbus A320,Business,621.47,134,25,2025-03-25,03:25:29,2025-03-25,05:41:48
SI104,Tokyo,HND,New York,JFK,13554,Emirates,Boeing 737,Premium_Economy,467.42,135,32,2025-03-17,22:45:53,2025-03-18,02:31:47
GA550,London,LHR,Dubai,DXB,12780,Garuda Indonesia,Boeing 777,Premium_Economy,427.52,135,81,2025-03-21,17:22:28,2025-03-21,20:55:28
GA416,Jakarta,CGK,Dubai,DXB,9176,AirAsia,Boeing 777,First_Class,903.27,193,61,2025-03-20,04:32:06,2025-03-20,07:05:02
SI495,New York,JFK,Tokyo,HND,9374,Emirates,Airbus A320,Premium_Economy,510.94,102,91,2025-03-23,03:32:12,2025-03-23,06:08:26
SI801,Jakarta,CGK,Madrid,MAD,17776,Garuda Indonesia,Airbus A320,First_Class,962.34,179,61,2025-03-29,10:39:51,2025-03-29,15:36:07
SI593,Madrid,MAD,London,LHR,12877,Singapore Airlines,Boeing 787,First_Class,912.02,145,34,2025-03-21,09:40:45,2025-03-21,13:15:22
EM687,Sydney,SYD,New York,JFK,16220,Qatar Airways,Boeing 777,Business,706.02,116,40,2025-03-19,07:18:35,2025-03-19,11:48:55
EM916,Madrid,MAD,Dubai,DXB,13116,Singapore Airlines,Airbus A380,First_Class,921.36,199,191,2025-03-29,03:20:46,2025-03-29,06:59:22
SI699,Dubai,DXB,London,LHR,14089,AirAsia,Boeing 787,Economy,155.28,175,80,2025-03-25,05:40:38,2025-03-25,09:35:27
GA544,London,LHR,Dubai,DXB,9450,Singapore Airlines,Airbus A380,Business,674.55,133,106,2025-03-27,00:00:15,2025-03-27,02:37:45
QA353,New York,JFK,Dubai,DXB,13216,AirAsia,Boeing 737,First_Class,915.54,187,68,2025-03-28,05:07:28,2025-03-28,08:47:44
AI692,Dubai,DXB,London,LHR,8592,Qatar Airways,Airbus A320,Premium_Economy,451.49,170,55,2025-03-19,09:26:48,2025-03-19,11:50:00
GA795,Sydney,SYD,New York,JFK,17437,Emirates,Boeing 787,Economy,188.43,180,80,2025-03-29,01:55:42,2025-03-29,06:46:19
AI792,Jakarta,CGK,Sydney,SYD,15377,AirAsia,Airbus A380,Premium_Economy,562.77,187,59,2025-03-22,10:30:19,2025-03-22,14:46:36
GA151,Dubai,DXB,London,LHR,9359,Garuda Indonesia,Boeing 737,Premium_Economy,533.05,157,34,2025-03-23,22:31:37,2025-03-24,01:07:36
GA678,London,LHR,Jakarta,CGK,8563,Garuda Indonesia,Airbus A380,Economy,295.05,112,57,2025-03-16,02:57:37,2025-03-16,05:20:20
EM104,New York,JFK,London,LHR,14535,Garuda Indonesia,Airbus A380,First_Class,946.43,180,149,2025-03-22,09:49:12,2025-03-22,13:51:27
QA610,Jakarta,CGK,Dubai,DXB,8374,Emirates,Airbus A320,First_Class,937.05,101,10,2025-03-21,18:36:46,2025-03-21,20:56:20
EM712,Jakarta,CGK,Dubai,DXB,17687,Emirates,Boeing 787,Premium_Economy,511.16,111,95,2025-03-22,06:25:14,2025-03-22,11:20:01
SI511,Sydney,SYD,Madrid,MAD,17293,AirAsia,Boeing 737,Premium_Economy,431.48,104,49,2025-03-16,18:09:14,2025-03-16,22:57:27
GA980,Sydney,SYD,New York,JFK,8355,Qatar Airways,Airbus A380,First_Class,917.45,159,109,2025-03-17,12:45:14,2025-03-17,15:04:29
SI428,Jakarta,CGK,Tokyo,HND,12092,Qatar Airways,Boeing 737,First_Class,941.68,125,64,2025-03-22,05:02:03,2025-03-22,08:23:35
QA886,New York,JFK,Sydney,SYD,16145,Singapore Airlines,Boeing 737,Premium_Economy,518.21,126,109,2025-03-28,01:32:42,2025-03-28,06:01:47
SI992,Madrid,MAD,Jakarta,CGK,12739,Emirates,Boeing 787,First_Class,923.42,184,125,2025-03-26,04:17:52,2025-03-26,07:50:11
EM582,Dubai,DXB,Tokyo,HND,12642,Garuda Indonesia,Boeing 737,Premium_Economy,392.78,106,53,2025-03-21,10:14:11,2025-03-21,13:44:53
GA526,Sydney,SYD,Tokyo,HND,13527,Singapore Airlines,Airbus A320,Business,720.97,102,36,2025-03-23,05:18:50,2025-03-23,09:04:17
EM624,Sydney,SYD,Dubai,DXB,9040,Emirates,Airbus A380,First_Class,937.04,135,50,2025-03-16,21:21:56,2025-03-16,23:52:36
GA312,Jakarta,CGK,Sydney,SYD,13330,Singapore Airlines,Airbus A380,Business,820.36,179,176,2025-03-17,07:13:24,2025-03-17,10:55:34
SI488,Tokyo,HND,Jakarta,CGK,14199,Singapore Airlines,Boeing 787,Economy,130.17,117,42,2025-03-29,14:15:57,2025-03-29,18:12:36
QA337,Sydney,SYD,Tokyo,HND,10841,Garuda Indonesia,Boeing 777,Economy,143.37,147,25,2025-03-16,23:25:58,2025-03-17,02:26:39
AI841,Madrid,MAD,Dubai,DXB,16522,AirAsia,Airbus A320,Economy,297.42,151,80,2025-03-20,01:10:44,2025-03-20,05:46:06
AI249,Madrid,MAD,Tokyo,HND,10129,Singapore Airlines,Airbus A380,Premium_Economy,433.13,105,57,2025-03-17,17:54:49,2025-03-17,20:43:38
EM135,London,LHR,New York,JFK,17202,AirAsia,Airbus A320,Economy,117.73,145,130,2025-03-29,03:22:36,2025-03-29,08:09:18
GA809,Jakarta,CGK,London,LHR,11892,AirAsia,Airbus A380,First_Class,984.97,188,98,2025-03-25,02:57:25,2025-03-25,06:15:37
EM133,Jakarta,CGK,New York,JFK,10383,Garuda Indonesia,Airbus A380,First_Class,948.27,145,33,2025-03-22,22:52:59,2025-03-23,01:46:02
GA579,Jakarta,CGK,Sydney,SYD,12332,Garuda Indonesia,Airbus A320,First_Class,997.41,114,103,2025-03-28,07:50:32,2025-03-28,11:16:04
EM461,Tokyo,HND,Sydney,SYD,8925,AirAsia,Airbus A380,Economy,278.37,160,47,2025-03-16,22:26:10,2025-03-17,00:54:55
GA701,Tokyo,HND,Sydney,SYD,13878,Qatar Airways,Boeing 787,Economy,111.44,105,73,2025-03-24,05:29:52,2025-03-24,09:21:10
SI653,Tokyo,HND,Sydney,SYD,13729,Singapore Airlines,Boeing 737,Economy,290.49,157,146,2025-03-21,09:51:26,2025-03-21,13:40:15
AI785,Tokyo,HND,Dubai,DXB,17885,Singapore Airlines,Boeing 787,Premium_Economy,350.06,125,50,2025-03-25,01:50:14,2025-03-25,06:48:19
QA643,London,LHR,Jakarta,CGK,9821,AirAsia,Boeing 787,Business,740.13,160,11,2025-03-20,18:54:56,2025-03-20,21:38:37
SI874,London,LHR,Jakarta,CGK,14225,Qatar Airways,Airbus A320,Economy,172.45,150,112,2025-03-24,00:25:48,2025-03-24,04:22:53
GA419,Tokyo,HND,Dubai,DXB,15777,Garuda Indonesia,Boeing 737,First_Class,952.14,136,40,2025-03-15,12:42:16,2025-03-15,17:05:13
SI250,Dubai,DXB,New York,JFK,16836,Garuda Indonesia,Boeing 787,First_Class,919.31,193,59,2025-03-17,06:06:04,2025-03-17,10:46:40
AI729,Tokyo,HND,Madrid,MAD,11244,Qatar Airways,Boeing 787,Business,663.77,128,46,2025-03-22,07:55:35,2025-03-22,11:02:59
SI899,Sydney,SYD,Madrid,MAD,9685,AirAsia,Airbus A320,Business,815.85,196,156,2025-03-17,01:34:05,2025-03-17,04:15:30
GA521,Dubai,DXB,New York,JFK,15661,Qatar Airways,Airbus A380,First_Class,901.06,152,13,2025-03-23,04:07:49,2025-03-23,08:28:50
GA292,Jakarta,CGK,Tokyo,HND,12490,Emirates,Airbus A320,First_Class,909.54,188,69,2025-03-19,05:43:11,2025-03-19,09:11:21
EM861,Jakarta,CGK,Tokyo,HND,17530,Garuda Indonesia,Airbus A380,Premium_Economy,501.7,156,37,2025-03-16,11:11:29,2025-03-16,16:03:39
SI564,Dubai,DXB,London,LHR,13346,Garuda Indonesia,Airbus A320,First_Class,944.3,151,15,2025-03-17,16:03:08,2025-03-17,19:45:34
QA331,Tokyo,HND,New York,JFK,14439,Singapore Airlines,Boeing 737,First_Class,965.24,121,95,2025-03-18,01:25:40,2025-03-18,05:26:19
QA597,Jakarta,CGK,Dubai,DXB,16305,Singapore Airlines,Airbus A380,Economy,171.48,111,68,2025-03-27,03:36:36,2025-03-27,08:08:21
SI543,Tokyo,HND,Dubai,DXB,15777,Qatar Airways,Airbus A320,Premium_Economy,326.6,102,57,2025-03-18,04:12:34,2025-03-18,08:35:31
SI549,Dubai,DXB,London,LHR,15424,Garuda Indonesia,Airbus A320,Economy,292.12,155,127,2025-03-26,22:55:05,2025-03-27,03:12:09
EM600,Dubai,DXB,Jakarta,CGK,15458,Singapore Airlines,Boeing 737,First_Class,993.48,113,20,2025-03-22,07:04:24,2025-03-22,11:22:02
AI414,Madrid,MAD,Sydney,SYD,16642,Garuda Indonesia,Boeing 787,First_Class,901.71,162,89,2025-03-24,17:06:37,2025-03-24,21:43:59
EM426,Dubai,DXB,London,LHR,8451,Emirates,Airbus A320,First_Class,923.13,200,19,2025-03-25,04:04:36,2025-03-25,06:25:27
GA222,Jakarta,CGK,Sydney,SYD,17867,Emirates,Boeing 777,Business,836.11,162,134,2025-03-25,20:41:27,2025-03-26,01:39:14
GA262,Jakarta,CGK,Dubai,DXB,11989,Garuda Indonesia,Boeing 777,Business,859.91,149,52,2025-03-27,10:16:41,2025-03-27,13:36:30
SI163,London,LHR,Tokyo,HND,17781,Emirates,Boeing 777,Economy,105.36,161,37,2025-03-27,03:08:20,2025-03-27,08:04:41
EM402,Jakarta,CGK,Tokyo,HND,8754,Emirates,Boeing 737,Premium_Economy,412.31,120,48,2025-03-20,05:05:49,2025-03-20,07:31:43
EM223,Madrid,MAD,Dubai,DXB,15277,Emirates,Airbus A380,Premium_Economy,451.45,127,93,2025-03-26,16:51:04,2025-03-26,21:05:41
SI671,Dubai,DXB,Jakarta,CGK,12497,Singapore Airlines,Boeing 787,Premium_Economy,493.86,139,41,2025-03-28,17:32:42,2025-03-28,21:00:59
QA960,New York,JFK,Dubai,DXB,13691,Qatar Airways,Airbus A320,Economy,173.7,188,145,2025-03-29,04:48:07,2025-03-29,08:36:18
SI831,Sydney,SYD,Jakarta,CGK,10067,Singapore Airlines,Boeing 737,First_Class,944.25,165,158,2025-03-25,02:43:14,2025-03-25,05:31:01
EM748,Tokyo,HND,New York,JFK,12206,Qatar Airways,Airbus A380,First_Class,928.66,172,164,2025-03-19,22:12:35,2025-03-20,01:36:01
SI533,Dubai,DXB,Jakarta,CGK,14378,Emirates,Boeing 737,Premium_Economy,454.27,165,146,2025-03-24,18:56:04,2025-03-24,22:55:42
EM224,Sydney,SYD,Jakarta,CGK,15520,AirAsia,Airbus A380,First_Class,963.62,120,10,2025-03-25,18:30:23,2025-03-25,22:49:03
SI399,Jakarta,CGK,London,LHR,17312,Qatar Airways,Airbus A320,Business,813.11,136,23,2025-03-17,00:19:31,2025-03-17,05:08:03
EM928,London,LHR,Jakarta,CGK,8238,AirAsia,Airbus A320,Premium_Economy,342.12,149,12,2025-03-15,15:25:32,2025-03-15,17:42:50
GA780,Dubai,DXB,Madrid,MAD,12352,AirAsia,Boeing 737,Business,666.89,128,100,2025-03-22,17:01:00,2025-03-22,20:26:52
AI186,Jakarta,CGK,New York,JFK,16882,Emirates,Airbus A380,Economy,269.72,133,80,2025-03-20,12:14:36,2025-03-20,16:55:58
GA772,Jakarta,CGK,New York,JFK,8683,Singapore Airlines,Airbus A380,First_Class,989.51,166,94,2025-03-25,14:02:17,2025-03-25,16:27:00
AI264,Dubai,DXB,Sydney,SYD,10456,AirAsia,Airbus A380,Premium_Economy,438.24,114,70,2025-03-16,22:09:58,2025-03-17,01:04:14
AI584,Jakarta,CGK,Dubai,DXB,8499,Singapore Airlines,Airbus A320,Premium_Economy,415.46,142,58,2025-03-27,01:25:54,2025-03-27,03:47:33
AI654,Tokyo,HND,New York,JFK,12441,Garuda Indonesia,Airbus A320,Business,644.99,147,81,2025-03-28,04:30:41,2025-03-28,07:58:02
SI971,New York,JFK,London,LHR,17323,Singapore Airlines,Boeing 787,Business,776.52,158,46,2025-03-28,03:34:25,2025-03-28,08:23:08
QA761,New York,JFK,Jakarta,CGK,12216,AirAsia,Boeing 787,Premium_Economy,491.37,168,53,2025-03-28,03:10:34,2025-03-28,06:34:10
GA202,Madrid,MAD,Sydney,SYD,12617,AirAsia,Boeing 787,Economy,178.2,196,35,2025-03-18,04:42:30,2025-03-18,08:12:47
EM629,London,LHR,Madrid,MAD,12912,AirAsia,Boeing 777,Economy,242.58,172,126,2025-03-17,18:21:50,2025-03-17,21:57:02
GA978,Dubai,DXB,New York,JFK,12657,Emirates,Airbus A320,Economy,198.03,111,56,2025-03-22,03:14:14,2025-03-22,06:45:11
AI820,Jakarta,CGK,New York,JFK,12739,Emirates,Boeing 777,Business,809.55,196,100,2025-03-19,18:01:36,2025-03-19,21:33:55
SI617,Dubai,DXB,London,LHR,11940,Qatar Airways,Boeing 737,Business,678.99,138,129,2025-03-20,19:34:54,2025-03-20,22:53:54
QA498,New York,JFK,Jakarta,CGK,13992,Singapore Airlines,Airbus A380,First_Class,982.92,195,32,2025-03-25,11:47:59,2025-03-25,15:41:11
AI896,Madrid,MAD,New York,JFK,9793,AirAsia,Boeing 787,Business,754.1,198,80,2025-03-15,19:55:12,2025-03-15,22:38:25
GA558,Tokyo,HND,London,LHR,13623,Qatar Airways,Boeing 737,First_Class,918.06,109,22,2025-03-27,03:07:05,2025-03-27,06:54:08
GA514,Dubai,DXB,Madrid,MAD,8243,AirAsia,Boeing 737,First_Class,964.92,157,56,2025-03-16,08:57:26,2025-03-16,11:14:49
AI548,New York,JFK,Sydney,SYD,14315,Emirates,Airbus A320,Business,621.3,170,86,2025-03-16,10:56:45,2025-03-16,14:55:20
GA168,London,LHR,New York,JFK,13925,Singapore Airlines,Boeing 787,Premium_Economy,428.11,196,124,2025-03-21,08:04:13,2025-03-21,11:56:18
EM814,Jakarta,CGK,London,LHR,13944,Qatar Airways,Boeing 787,Economy,274.11,159,93,2025-03-23,11:07:14,2025-03-23,14:59:38
QA902,Tokyo,HND,London,LHR,15227,Garuda Indonesia,Boeing 737,Economy,263.76,199,84,2025-03-20,19:56:12,2025-03-21,00:09:59
GA850,Dubai,DXB,London,LHR,13785,AirAsia,Airbus A380,Business,730.69,166,155,2025-03-16,12:38:44,2025-03-16,16:28:29
EM679,Jakarta,CGK,Madrid,MAD,8394,Emirates,Airbus A380,First_Class,954.16,154,16,2025-03-24,02:38:01,2025-03-24,04:57:55
EM250,London,LHR,Jakarta,CGK,15235,Singapore Airlines,Airbus A380,Economy,294.57,186,73,2025-03-29,06:09:19,2025-03-29,10:23:14
SI869,New York,JFK,Jakarta,CGK,9236,AirAsia,Boeing 737,Premium_Economy,548.86,115,99,2025-03-23,22:22:28,2025-03-24,00:56:24
QA904,Jakarta,CGK,London,LHR,17603,Singapore Airlines,Boeing 777,Business,746.99,124,42,2025-03-22,04:36:10,2025-03-22,09:29:33
QA253,London,LHR,Dubai,DXB,7768,Singapore Airlines,Boeing 777,Premium_Economy,383.89,129,25,2025-03-18,03:09:48,2025-03-18,05:19:16
QA363,Dubai,DXB,Jakarta,CGK,11814,Emirates,Boeing 737,First_Class,908.47,173,26,2025-03-27,10:03:13,2025-03-27,13:20:07
QA898,Tokyo,HND,London,LHR,10549,Singapore Airlines,Airbus A320,Economy,159.27,141,97,2025-03-25,00:31:19,2025-03-25,03:27:08
SI280,Dubai,DXB,London,LHR,13689,AirAsia,Airbus A380,First_Class,943.15,103,103,2025-03-19,10:36:51,2025-03-19,14:25:00
GA451,New York,JFK,Madrid,MAD,10247,Qatar Airways,Boeing 777,Business,842.8,160,149,2025-03-27,17:27:32,2025-03-27,20:18:19
GA314,Dubai,DXB,New York,JFK,14557,Garuda Indonesia,Airbus A380,Premium_Economy,516.39,115,86,2025-03-19,17:35:24,2025-03-19,21:38:01
EM617,London,LHR,New York,JFK,15494,Qatar Airways,Airbus A320,First_Class,980.27,190,129,2025-03-18,23:57:03,2025-03-19,04:15:17
QA234,Dubai,DXB,Madrid,MAD,13906,Emirates,Airbus A380,Business,740.43,192,45,2025-03-23,06:46:27,2025-03-23,10:38:13
AI266,London,LHR,Jakarta,CGK,13417,Singapore Airlines,Airbus A380,First_Class,947.11,125,88,2025-03-17,11:02:49,2025-03-17,14:46:26
AI889,New York,JFK,Sydney,SYD,15191,Garuda Indonesia,Boeing 777,Business,676.93,128,50,2025-03-27,18:50:16,2025-03-27,23:03:27
EM762,New York,JFK,Tokyo,HND,13610,Garuda Indonesia,Boeing 787,Economy,280.97,169,23,2025-03-16,08:33:59,2025-03-16,12:20:49
SI712,Sydney,SYD,Tokyo,HND,14189,Qatar Airways,Airbus A380,Premium_Economy,389.7,176,155,2025-03-26,03:36:32,2025-03-26,07:33:01
EM960,London,LHR,Dubai,DXB,13522,AirAsia,Boeing 787,Economy,136.93,180,87,2025-03-22,21:43:38,2025-03-23,01:29:00
QA232,Sydney,SYD,Jakarta,CGK,16015,Qatar Airways,Airbus A380,Business,784.23,187,138,2025-03-29,09:50:10,2025-03-29,14:17:05
AI485,Dubai,DXB,Madrid,MAD,11262,Garuda Indonesia,Airbus A320,First_Class,909.21,163,142,2025-03-23,00:47:25,2025-03-23,03:55:07
AI662,Madrid,MAD,London,LHR,16167,Garuda Indonesia,Boeing 777,Business,709.89,148,89,2025-03-22,20:51:44,2025-03-23,01:21:11
QA650,Dubai,DXB,Jakarta,CGK,14501,Garuda Indonesia,Boeing 737,First_Class,953.77,194,112,2025-03-19,18:59:15,2025-03-19,23:00:56
GA597,London,LHR,Tokyo,HND,10015,Garuda Indonesia,Airbus A320,Economy,291.91,151,37,2025-03-20,22:19:58,2025-03-21,01:06:53
GA849,Sydney,SYD,Jakarta,CGK,10878,AirAsia,Airbus A320,Business,633.49,138,79,2025-03-26,10:26:02,2025-03-26,13:27:20
AI618,Jakarta,CGK,London,LHR,12863,Singapore Airlines,Boeing 777,Economy,281.29,124,90,2025-03-25,01:56:41,2025-03-25,05:31:04
QA681,Jakarta,CGK,Dubai,DXB,15121,Emirates,Boeing 737,Economy,261.99,141,54,2025-03-25,13:45:28,2025-03-25,17:57:29
EM749,Dubai,DXB,Tokyo,HND,15041,Qatar Airways,Boeing 787,Economy,265.9,189,187,2025-03-29,04:46:51,2025-03-29,08:57:32
AI946,New York,JFK,Jakarta,CGK,13294,AirAsia,Boeing 787,First_Class,992.07,177,56,2025-03-17,19:02:55,2025-03-17,22:44:29
GA254,New York,JFK,Sydney,SYD,12847,Singapore Airlines,Boeing 737,Business,769.65,143,122,2025-03-27,03:15:24,2025-03-27,06:49:31
AI707,Sydney,SYD,Tokyo,HND,17774,Singapore Airlines,Airbus A320,Business,876.55,183,156,2025-03-16,22:04:26,2025-03-17,03:00:40
GA551,Madrid,MAD,Tokyo,HND,15032,Emirates,Airbus A380,First_Class,945.97,137,93,2025-03-19,04:55:28,2025-03-19,09:06:00
SI825,Dubai,DXB,London,LHR,8915,Garuda Indonesia,Airbus A320,Economy,108.31,168,79,2025-03-28,06:31:45,2025-03-28,09:00:20
GA810,London,LHR,Madrid,MAD,13823,Singapore Airlines,Airbus A320,Business,648.72,169,60,2025-03-16,05:45:03,2025-03-16,09:35:26
QA489,Madrid,MAD,Tokyo,HND,7974,Garuda Indonesia,Airbus A380,Premium_Economy,482.72,138,20,2025-03-23,12:50:52,2025-03-23,15:03:46
GA670,Tokyo,HND,Dubai,DXB,15149,AirAsia,Boeing 777,Premium_Economy,452.24,121,25,2025-03-23,08:07:49,2025-03-23,12:20:18
AI661,Dubai,DXB,Madrid,MAD,15879,Singapore Airlines,Boeing 737,Business,775.76,158,135,2025-03-27,21:11:06,2025-03-28,01:35:45
AI590,Sydney,SYD,Madrid,MAD,12012,Qatar Airways,Boeing 777,First_Class,907.06,188,44,2025-03-22,20:08:41,2025-03-22,23:28:53
EM623,Jakarta,CGK,Tokyo,HND,9984,Emirates,Airbus A380,Business,706.06,128,20,2025-03-17,19:34:31,2025-03-17,22:20:55
SI963,Dubai,DXB,New York,JFK,10407,Emirates,Boeing 777,Business,794.75,117,24,2025-03-17,23:25:20,2025-03-18,02:18:47
AI846,London,LHR,Dubai,DXB,9928,Singapore Airlines,Boeing 777,First_Class,905.24,158,30,2025-03-19,18:17:21,2025-03-19,21:02:49
AI801,Sydney,SYD,Jakarta,CGK,15201,Emirates,Airbus A320,First_Class,983.77,137,35,2025-03-18,22:14:37,2025-03-19,02:27:58
SI478,Tokyo,HND,Jakarta,CGK,12533,Qatar Airways,Airbus A380,Premium_Economy,343.26,177,26,2025-03-28,14:36:39,2025-03-28,18:05:32
EM759,Sydney,SYD,Jakarta,CGK,13391,Qatar Airways,Boeing 737,First_Class,946.55,176,126,2025-03-28,14:04:00,2025-03-28,17:47:11
EM483,Madrid,MAD,Tokyo,HND,15719,Singapore Airlines,Boeing 737,Economy,202.19,119,38,2025-03-29,03:56:13,2025-03-29,08:18:12
AI783,Dubai,DXB,London,LHR,12883,Emirates,Boeing 777,First_Class,926.3,113,55,2025-03-19,00:52:39,2025-03-19,04:27:22
GA881,New York,JFK,Dubai,DXB,8974,Singapore Airlines,Airbus A320,Economy,164.72,186,78,2025-03-24,18:51:27,2025-03-24,21:21:01
QA469,Tokyo,HND,New York,JFK,16954,Singapore Airlines,Airbus A380,First_Class,930.68,173,59,2025-03-23,00:24:14,2025-03-23,05:06:48
AI278,New York,JFK,Jakarta,CGK,11371,Singapore Airlines,Boeing 737,Economy,262.26,187,133,2025-03-25,18:36:40,2025-03-25,21:46:11
EM460,Madrid,MAD,London,LHR,12306,Emirates,Boeing 777,Business,755.61,150,105,2025-03-27,15:46:08,2025-03-27,19:11:14
GA252,Dubai,DXB,London,LHR,17303,Emirates,Boeing 787,Business,639.45,116,22,2025-03-15,08:47:31,2025-03-15,13:35:54
QA820,New York,JFK,Sydney,SYD,16292,Garuda Indonesia,Boeing 777,First_Class,971.72,127,39,2025-03-17,09:11:37,2025-03-17,13:43:09
GA477,Sydney,SYD,Tokyo,HND,9304,Emirates,Boeing 787,Premium_Economy,461.79,193,137,2025-03-27,21:56:17,2025-03-28,00:31:21
SI283,Tokyo,HND,Madrid,MAD,16720,Garuda Indonesia,Boeing 787,Premium_Economy,584.93,182,58,2025-03-29,11:35:24,2025-03-29,16:14:04
EM503,Jakarta,CGK,Dubai,DXB,13838,AirAsia,Airbus A380,Premium_Economy,546.74,113,42,2025-03-23,05:15:17,2025-03-23,09:05:55
AI248,London,LHR,Dubai,DXB,15205,AirAsia,Airbus A320,Business,618.55,134,70,2025-03-27,18:31:14,2025-03-27,22:44:39
QA620,Tokyo,HND,Madrid,MAD,8437,AirAsia,Airbus A380,First_Class,925.67,181,12,2025-03-14,23:12:58,2025-03-15,01:33:35
GA811,Dubai,DXB,London,LHR,11687,Garuda Indonesia,Airbus A320,Business,832.8,122,71,2025-03-24,22:05:25,2025-03-25,01:20:12
QA938,New York,JFK,London,LHR,15157,Emirates,Boeing 787,Premium_Economy,496.74,125,121,2025-03-28,14:25:16,2025-03-28,18:37:53
EM620,Tokyo,HND,Jakarta,CGK,16272,Singapore Airlines,Airbus A320,First_Class,972.74,174,76,2025-03-20,07:41:24,2025-03-20,12:12:36
EM665,New York,JFK,Madrid,MAD,10571,AirAsia,Airbus A320,Economy,268.86,177,20,2025-03-18,22:34:28,2025-03-19,01:30:39
EM686,Tokyo,HND,London,LHR,11063,Qatar Airways,Boeing 737,Premium_Economy,489.53,157,33,2025-03-27,17:46:33,2025-03-27,20:50:56
GA502,Madrid,MAD,Tokyo,HND,17206,Garuda Indonesia,Airbus A380,Premium_Economy,482.25,114,70,2025-03-16,03:24:18,2025-03-16,08:11:04
AI985,Jakarta,CGK,London,LHR,11874,Qatar Airways,Boeing 777,First_Class,912.84,195,66,2025-03-19,01:40:55,2025-03-19,04:58:49
AI615,Jakarta,CGK,London,LHR,11541,Qatar Airways,Airbus A380,Economy,168.05,164,110,2025-03-22,20:51:23,2025-03-23,00:03:44
QA517,Tokyo,HND,Madrid,MAD,8407,Garuda Indonesia,Boeing 737,Business,661.56,191,58,2025-03-27,15:36:03,2025-03-27,17:56:10
